Name,id,area,rt,mass,compound,similarity_score,n_matching_signals,explained_intensity_percent,Adduct_pos,mol_formula,smiles,inchi,feature_group,1,3,4,7,8,9,10,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Blank01,Blank02,QC01,QC02,QC03,QC04,QC05,QC06,QC07,QC08,QC09,QC10
__230.98969_1.2916,4647,136200,1.2916,230.98969,,,,,,,,,81,57740,118400,96890,68570,35900,112900,73410,71550,71640,73620,86140,63400,99980,70630,74480,87660,91650,119500,60160,70570,58870,90590,55600,51510,72170,58900,74890,72790,119800,136200,54290,51840,101800,97160,,,96310,82750,79090,90450,92670,76850,70700,65090,66940,58870
__409.01919_1.2934,4649,12420,1.2934,409.01919,,,,,,,,,,1793,7679,4898,3335,500.7,7707,1635,3235,1577,2686,7504,4417,8915,4924,5033,7976,9305,12420,2169,1824,3301,9386,1495,1058,4586,3245,5101,3623,12300,10940,5782,2597,7989,11380,,,5287,3439,1950,5361,4751,4408,3360,1878,3679,1811
__212.00722_1.2939,4654,45480,1.2939,212.00722,,,,,,,,,,7786,28390,17290,14010,8104,24080,16710,19420,12460,10160,30200,18530,27350,21630,19890,28400,31780,45480,15700,15550,17300,28720,11350,11450,20120,15130,20490,19730,42840,33120,22210,13370,31710,34700,,,21170,21020,23080,21020,19730,18390,17070,14540,14830,13550
__407.04295_1.2932,4659,12430,1.2932,407.04295,,,,,,,,,,1916,8414,4813,4280,512.5,6019,2256,3284,3644,4360,8404,4122,7562,6269,6876,10780,9514,12430,2963,2508,2006,4369,3236,2307,4884,1200,3118,3933,11090,11240,2614,3810,7445,9680,,,1857,4641,2668,3870,4769,1769,4233,2860,4233,2610
__215.0158_1.2945,4660,574300,1.2945,215.0158,,,,,,,,,81,216800,424500,366800,276700,213700,451300,335200,358900,284100,286200,390000,302900,448100,327600,320700,410500,462400,519700,292100,282100,321900,423100,233000,224100,321300,280800,351800,304300,574300,459100,328700,254000,428800,476500,1813,1779,414200,409500,383800,393800,374600,358400,318600,286400,292000,273200
__204.01862_1.2941,4664,15480,1.2941,204.01862,,,,,,,,,,1494,11430,8695,5064,1114,2488,1732,6636,1017,3878,10180,1783,10320,6137,6839,10300,8308,14970,1849,4756,3348,8735,2456,2031,5524,3860,5265,4383,15480,13960,5781,5192,8445,13060,,,5559,8860,5005,5820,7952,6089,3549,4858,4400,4322
__287.9798_1.2943,4665,50060,1.2943,287.9798,,,,,,,,,,14520,34570,29590,24420,18920,38300,31730,33700,24550,22280,28010,25460,34550,24850,23610,30980,38770,47290,23380,19860,28470,37890,21810,16870,24840,26350,26000,24420,50060,38560,32650,17140,35160,39610,,,32610,30870,31990,32590,29020,28220,25540,25820,19980,19570
__376.97416_1.2949,4666,12770,1.2949,376.97416,,,,,,,,,,1701,12390,10600,7233,2411,10910,2672,9042,1774,5538,5788,5362,7965,7408,6150,10880,1576,12770,5391,1187,2177,8816,3920,4489,6366,2927,9046,5078,12710,3210,8143,1280,6132,5744,,,5704,2566,2308,5038,8939,2437,6645,4911,6911,6721
__247.09194_1.2965,4672,76160,1.2965,247.09194,,,,,,,,,,44940,76160,56250,33820,35410,75180,45970,50180,48390,42650,21300,13660,40090,31630,41920,51810,48160,65920,38680,42750,40890,46310,17990,16910,16840,30780,31460,17660,21040,32910,32790,34920,37760,37890,,,46560,43280,44510,44120,43080,43520,37650,34290,34030,33250
__145.51262_1.2954,4674,24360,1.2954,145.51262,,,,,,,,,,9531,18510,9885,8595,10160,15380,15630,15930,12940,11690,15720,11710,19680,13450,12470,19080,18690,23120,11690,11250,14730,20680,10230,11170,11100,13090,8790,15130,24360,18410,16090,13040,19080,18660,,,18340,15520,16250,16890,16480,16270,11950,6802,12380,9891
__154.51784_1.2987,4682,22890,1.2987,154.51784,,,,,,,,,,3446,15020,9653,6492,9167,13400,12090,18830,10830,9586,15380,11250,14560,12470,15190,16920,18070,22580,11840,10690,13560,17920,10870,8753,12810,12390,16780,11490,22890,17800,16020,10940,16160,19450,,,10200,15630,15220,16050,13560,15110,6666,10660,9951,9781
__233.11253_1.3061,4700,77030,1.3061,233.11253,,,,,,,,,,41210,48710,55560,31240,30380,77030,48020,46710,52550,44450,29730,34870,40440,35330,35870,34970,43770,40980,39360,44770,42750,46320,32660,29260,29660,36470,49460,49170,45170,58060,32930,33590,44240,38810,,,53150,49920,49540,46580,47380,45040,40910,38520,34220,37350
__366.09615_1.307,4701,43770,1.307,366.09615,,,,,,,,,,10970,10970,12250,11760,13000,43770,14330,12790,14580,14100,9910,12850,14800,10720,14890,21290,15040,13590,13200,8228,11860,13650,9982,11290,12930,13090,12590,16550,13040,12280,15860,19970,18100,25270,,,23340,20070,19220,18600,20660,18680,17410,17050,18950,16090
__526.09895_1.3074,4702,93420,1.3074,526.09895,,,,,,,,,,25330,16130,13990,7716,15940,9933,14840,1298,14440,13300,2619,22920,16900,12060,9444,14030,30630,34280,21340,16810,20010,93420,24250,23710,15470,7388,9591,34850,17210,42240,11120,23810,29910,52240,,,19390,22890,19530,24330,25340,25800,22430,21990,22480,20610
__229.16075_1.311,4711,555600,1.311,229.16075,,,,,,,,,,292200,366000,397000,364700,414200,497700,486200,434600,175800,340000,376900,332300,365600,376500,397400,438400,281300,362400,382800,401100,433100,451500,376200,223300,365700,434500,386900,446900,370900,524500,415600,176000,511300,452600,,,555600,520100,394600,355600,506300,444200,404200,352600,312400,316700
__142.0861_1.3116,4713,36090,1.3116,142.0861,,,,,,,,,,20360,19720,29950,20800,28080,31410,33420,24080,24980,28550,8640,21700,32490,21370,23680,28540,34510,35640,24660,27200,24300,20900,21800,20800,25670,25470,23060,31600,33480,33740,28920,26040,31550,31540,121.2,,36090,31320,30350,28730,31750,22980,29000,26410,23660,22310
__229.14785_1.312,4716,743700,1.312,229.14785,,,,,,,,,,405100,376700,539800,429400,353500,638800,537700,487900,395100,486300,606600,371800,423300,491200,425800,627500,493600,512400,399300,398500,427200,373000,402400,282700,236600,257000,465000,445900,465400,437900,392500,428200,511800,462900,,,526600,541500,600500,642100,743700,420900,394200,401700,384600,332500
__274.09181_1.3114,4717,73980,1.3114,274.09181,,,,,,,,,,45680,59320,59850,34380,33080,73980,61790,42120,51670,51270,24520,33800,41420,35400,28510,30620,37010,39980,38280,46880,42480,49170,30780,25710,34460,33610,35350,35780,32190,42190,12730,43830,47840,51440,455.1,618.5,49580,49220,45880,44000,43870,47770,41140,34110,37790,32590
__231.15842_1.3122,4718,715700,1.3122,231.15842,,,,,,,,,190,296200,317700,288600,390100,321300,467400,295600,265300,394500,395600,330300,235200,305100,331100,372200,409300,408400,308000,296100,289000,362600,264400,359500,292800,350400,207700,263700,282300,264800,528000,416300,296600,395600,317800,,,437000,481600,413600,336100,426900,319500,283800,258500,344000,219300
__432.27024_1.3132,4720,137900,1.3132,432.27024,,,,,,,,,,22430,3939,11600,18010,26990,42900,102600,62180,61120,11360,64270,78030,2538,8204,17850,39430,7226,7013,56160,101100,1351,15750,54860,106800,13860,14710,101900,137900,6849,14110,83140,63440,8878,13920,,,76100,78650,65760,72260,70240,59410,40800,35580,36210,37800
__125.08302_1.3145,4722,10830,1.3145,125.08302,,,,,,,,,,6750,7998,7156,3199,6653,8298,10200,8489,5953,7220,1262,2773,9869,7737,5575,9552,10830,10070,6580,6961,2193,3035,6492,5635,5929,7420,7233,8059,6133,8234,8865,6818,7220,10370,,,8427,8783,10030,9423,10790,7095,5965,2626,7818,6588
__229.21813_1.3162,4724,44390,1.3162,229.21813,,,,,,,,,,14300,21460,33690,23250,18920,33360,26300,19720,34120,18640,12480,18760,24800,22780,18250,28390,30150,11010,13650,22890,24330,21360,5348,13950,27040,3973,28230,22080,35940,26610,5204,28650,43060,44390,,,26350,29960,24110,38130,28340,30900,20040,22800,21840,20540
__228.96389_1.3147,4726,68510,1.3147,228.96389,,,,,,,,,,1141,4707,2782,24650,9631,13870,9991,5429,5774,21200,18490,3380,7345,1034,7976,40110,68510,46690,7092,8283,11580,15170,4578,8838,3073,8522,17990,12270,7303,15120,25630,32390,17800,39670,,,20910,5956,54930,18280,39600,28070,4683,1323,22550,19160
__192.10146_1.3157,4728,36150,1.3157,192.10146,,,,,,,,,,21670,26160,29540,18850,19780,22190,19950,13860,13140,14620,12650,11020,18480,16170,30790,27520,32080,36150,26730,30950,29800,29630,10670,9003,12500,12000,12690,12120,12690,15450,17930,18450,22260,19420,,,24480,24630,22350,22660,21680,20630,18080,17370,18460,16220
__228.89907_1.314,4730,13580,1.314,228.89907,,,,,,,,,,1240,2131,6914,7736,2619,7599,2259,3306,5360,7513,5254,3297,10860,4535,3505,7062,13580,1737,6153,296.1,1193,885.7,5669,1429,1987,911.3,755.2,3596,8398,11230,5311,7978,1940,1702,,,1260,5681,2758,9671,7345,11530,1028,1312,7289,8324
__70.01246_1.3192,4731,36220,1.3192,70.01246,,,,,,,,,,8738,12550,6850,7346,12070,8481,26290,19050,7711,5463,13230,21370,19470,8680,4960,20790,36220,12570,19650,22630,34670,12950,17980,26930,5286,17710,33220,24270,32820,23980,35250,24170,18080,12940,5245,6007,6864,31130,22700,11730,13830,13290,6218,15050,7971,5825
__349.17188_1.3153,4732,22680,1.3153,349.17188,,,,,,,,,,882.5,10070,7166,625.4,11610,1694,5397,2979,6577,5110,479.6,2024,4362,1891,889,511.7,2292,2594,759.6,1052,803.5,7648,7787,17000,3040,22680,15610,16610,15580,19420,1206,1513,722.7,8896,,,1878,10280,2056,2727,5707,9017,8665,2770,5812,2551
__229.17319_1.3152,4734,226500,1.3152,229.17319,,,,,,,,,,2543,19890,28440,18000,5755,3939,23490,17600,23670,5683,25510,2999,40960,34410,4552,13750,10640,9389,6841,4701,5082,13610,21220,2025,11820,7071,1858,34350,30660,6348,10330,4788,10650,13680,,,43010,32110,21240,58780,14070,13540,11730,13270,4236,23830
__229.14493_1.3158,4737,186000,1.3158,229.14493,,,,,,,,,,8439,95560,29420,31590,9786,69650,152400,39420,34750,148400,54750,142700,166100,29860,55040,33280,186000,81410,41340,101700,97210,76790,45880,118100,89700,61250,32550,98910,46740,66410,79920,69520,87480,19250,178.8,184.6,28910,169000,44760,42220,16480,40420,156000,117900,17230,141400
__229.1412_1.3172,4740,71250,1.3172,229.1412,,,,,,,,,,38530,58260,49210,13260,13170,26760,8400,42870,18640,59400,19120,9306,67710,37850,41080,32070,71250,46940,10660,53430,50640,40620,39780,12830,9125,32890,41670,35230,12000,56000,19210,17240,46040,43910,,,29910,12640,57130,59000,18340,66340,55750,50950,54350,13550
__229.08972_1.3155,4741,33000,1.3155,229.08972,,,,,,,,,,22670,18370,27630,18230,23320,21500,10610,21720,18840,27100,5152,4831,11540,4899,17710,14860,15100,27230,5582,19030,17630,25950,22670,24470,19470,23750,4459,10400,15980,18860,29280,10690,15870,11210,,,32240,10460,33000,25540,20670,2850,12520,14180,14650,5262
__228.91865_1.3159,4742,37570,1.3159,228.91865,,,,,,,,,,10070,6221,13570,8838,2002,37570,18500,10310,23950,19110,15560,30690,26720,8551,23010,3999,27900,16990,2576,7846,23650,9082,18050,19500,2592,8410,15260,16730,15170,10680,4671,20030,30090,8412,,,28980,18700,24220,23960,4365,1687,11480,31160,15360,13870
__229.38995_1.3164,4745,24850,1.3164,229.38995,,,,,,,,,,1382,2853,2909,4196,2662,18650,14920,3867,20400,13790,12720,13270,16760,4369,19560,6398,18150,12150,7495,3321,14270,9514,18000,7150,2841,6228,2027,16010,10250,17270,4349,10300,24850,5357,,,17760,3384,17390,13140,13070,1466,6016,15000,12730,6428
__267.11001_1.3193,4748,20960,1.3193,267.11001,,,,,,,,,,15860,15360,18690,15240,9410,16380,20960,15850,16110,20280,13700,16110,20540,13270,15980,15600,17560,18330,12480,16390,17950,14710,17210,15380,14580,15700,18960,15880,14930,17490,14320,15810,18500,14620,,,19940,20190,17740,19860,18400,17830,14950,15550,14430,13310
__420.24898_1.3174,4749,9342,1.3174,420.24898,,,,,,,,,,5373,3004,4760,2997,4067,3037,2552,2319,4077,1151,794,3533,3373,2456,7563,7626,7502,9342,3811,8569,1715,5243,973.5,693.9,1867,1041,1837,2090,942.7,2483,2731,4151,4417,2877,,,3544,2172,4520,3995,5099,5021,4479,2436,1587,4662
__251.13615_1.3186,4750,92280,1.3186,251.13615,,,,,,,,,,62970,56980,72990,66080,77690,72280,85010,73800,72940,74250,66900,72320,83020,68960,76010,72140,83360,83940,64620,67190,80520,77770,64080,59590,66580,70480,83130,71770,72740,69370,72810,65100,79240,68710,,,61840,92280,86750,82770,81630,85530,71510,67680,65760,61310
__457.3019_1.3193,4754,1004000,1.3193,457.3019,,,,,,,,,,419300,341000,418900,345400,396100,484300,616600,474200,476900,485600,408200,452100,576900,467500,546600,490000,607400,588400,378200,496500,441200,413300,455200,387900,386200,406400,570300,547800,381100,497100,440100,559100,508000,408200,,,534600,554100,528700,531400,545200,557800,454200,429500,454200,424100
__229.16693_1.3175,4757,103400,1.3175,229.16693,,,,,,,,,,56210,6265,71550,23210,29610,64990,46720,35350,9317,28590,71540,16720,25960,62700,36340,86350,23120,56750,36230,5201,62720,20610,28420,54750,19670,23940,5803,53020,33280,67570,52680,45510,22460,43390,,,73300,48940,42600,103400,49460,39840,5985,23390,36000,6309
__347.56681_1.321,4762,28970,1.321,347.56681,,,,,,,,,,14650,14750,19150,10580,11310,6541,17840,11900,18230,14100,9166,13450,14460,14230,12830,14160,14580,11170,9865,17750,10370,14380,11750,13400,13190,11140,9806,13270,9061,14450,6541,13680,9730,11740,,,14700,14530,12490,13110,14820,9403,11590,12520,13730,12370
__229.13699_1.318,4765,34350,1.318,229.13699,,,,,,,,,,3569,6393,34350,19700,6910,26130,25880,10420,5365,5904,4173,28120,4603,5538,23600,9251,15240,15050,20410,7133,24700,31780,27670,4019,15900,23750,8576,7933,6193,5244,25350,33190,28820,28070,,,11810,13320,20830,5821,3966,2999,20420,11840,7022,3163
__229.34489_1.3215,4769,88350,1.3215,229.34489,,,,,,,,,,22940,13630,8876,29590,5126,49830,88350,50920,10500,15740,13830,15790,36130,2876,12970,22110,77310,55480,6193,11880,44730,6825,11290,19450,8978,30880,13020,6903,21640,8796,26110,21720,74460,42330,,,34480,41070,75700,66340,21140,18430,4045,1440,12780,10590
__338.56156_1.3228,4775,10100,1.3228,338.56156,,,,,,,,,,6749,8785,9252,4395,1932,8493,8912,3184,5594,3198,3282,5332,6099,8101,2395,8440,3199,6715,3817,10100,4646,5747,4813,6633,6129,4168,4203,6166,3424,2168,1187,3145,4517,1609,,,4330,6077,8415,6066,5503,3009,6313,2491,6225,6290
__113.02308_1.3249,4777,21940,1.3249,113.02308,,,,,,,,,,9562,9790,9397,7449,6605,5285,4230,12170,12200,11860,7418,7352,11830,7944,10910,12200,14120,15360,14350,21940,15220,16930,7661,6906,1182,8341,14840,14510,14270,16330,12170,10620,11770,9387,2532,761.3,14890,14090,13980,13280,12610,13940,12920,11880,11480,9506
__280.96055_1.3276,4786,31810,1.3276,280.96055,,,,,,,,,,1486,16140,13830,19930,27550,15040,11520,28890,1805,15280,22090,15560,23050,11700,23310,29900,20920,28440,13920,4037,31290,24310,21640,27140,22570,28620,27110,22990,10210,5445,31810,22100,22780,3734,,,31610,31510,6289,9904,26810,2656,26110,21950,22220,19000
__321.98706_1.3257,4788,30410,1.3257,321.98706,,,,,,,,,,10790,25450,8866,7741,27280,7346,28940,23700,9376,4758,22420,7074,17150,27990,23320,9500,10810,9253,15810,12730,21280,2988,24110,28860,22830,30410,24120,17630,28550,8076,29690,13420,26290,3229,,,11200,9676,19920,24840,18110,22770,27710,2913,19370,9749
__301.47376_1.3291,4796,129500,1.3291,301.47376,,,,,,,,,,47290,88730,75980,47430,115000,53140,114900,123400,87860,74370,95000,97950,98050,116700,96650,126100,87170,129500,26540,101300,33950,96890,90440,125200,91890,112100,113400,88200,120600,29310,129100,86420,90180,73870,290.4,318.9,99800,113300,99340,29400,61930,93050,95570,82870,41650,80330
__289.96593_1.3292,4800,82180,1.3292,289.96593,,,,,,,,,,28230,53040,52600,51950,77060,35830,21350,80100,52680,44100,60800,6829,62100,73280,62820,78980,58360,78450,54380,69730,77320,63830,61180,77990,57800,70960,34970,56890,82180,8737,82150,56270,68690,49160,124,207.1,8468,80350,68430,70210,37180,65700,56350,49690,51830,54310
__351.05848_1.3303,4803,7594,1.3303,351.05848,,,,,,,,,,4675,6415,5867,4919,4684,3834,1343,5922,4187,6749,4372,5075,5199,5787,2733,3145,5492,3472,7528,7327,7005,7594,1497,2743,1421,3576,5831,5609,3942,6803,1620,4277,3786,4461,,,6449,6970,6655,5387,6316,5893,6239,3491,5219,1514
__549.97211_1.3322,4804,19270,1.3322,549.97211,,,,,,,,,,615.7,3618,6515,4032,13640,6923,7878,16230,2341,5129,2652,3241,8600,2464,3486,13300,2751,3558,2560,7965,13780,8003,1615,11570,11110,15370,14540,594.4,12550,1729,19270,11820,2131,1618,,,6609,14370,10460,7620,14660,12370,2655,7603,9538,1683
__291.08187_1.3325,4806,21610,1.3325,291.08187,,,,,,,,,,10940,16370,21610,10720,13980,14580,12280,9805,13420,8991,12220,16400,7013,7538,11540,10090,9929,9108,12800,13190,12480,12350,10460,7808,9747,10280,6719,7045,5696,7302,8603,11600,10830,12690,,,15370,15750,12470,13850,12950,13180,11260,10130,11430,9081
__578.92529_1.3353,4807,73500,1.3353,578.92529,,,,,,,,,,13530,20840,26000,5881,37970,9460,42000,43060,33110,3342,16020,39400,36430,23350,36380,50580,21340,8736,20970,44890,40080,35080,37280,53180,15790,45500,42110,7503,41160,12970,49740,17990,15860,18710,,,30260,39160,37470,32730,37270,4544,19350,10460,14980,12210
__134.04462_1.3318,4808,20250,1.3318,134.04462,,,,,,,,,,5067,16050,13960,5806,9009,10770,11110,9170,7698,10530,5832,10550,15490,1337,10010,6276,10200,9894,8168,13190,7792,3703,5244,1966,14630,10640,3942,1059,9006,9194,1433,5411,20250,18060,1991,1166,7998,10460,5196,11880,12030,12530,2226,3632,7173,12530
__606.92026_1.3332,4810,43720,1.3332,606.92026,,,,,,,,,,3800,29420,16350,15850,32470,7714,42600,37500,23800,7150,31970,8107,29480,21180,31790,28240,27260,36890,12260,35190,31040,32120,28870,43720,31200,13010,34100,27670,28760,6958,8024,27300,30540,21330,,,30230,26980,13510,8705,26410,29820,6741,6051,16090,25450
__229.13153_1.3312,4816,37840,1.3312,229.13153,,,,,,,,,,17000,4636,29610,12550,18700,10240,23170,18630,10540,3079,8215,3592,5725,28300,37840,26950,6395,6260,4230,7625,22030,7310,14920,7559,9258,7461,2234,6010,4863,24960,21850,7104,18130,18710,,,33420,33160,15510,4953,4287,11770,10170,33370,19990,7022
__293.99137_1.3377,4821,20130,1.3377,293.99137,,,,,,,,,,1104,5953,10770,5477,20130,2555,10730,11000,1044,2802,11510,1140,3220,4644,1012,4032,7161,6197,9837,3033,8653,8509,5108,12920,5758,3142,10920,574.9,5880,7058,12720,6125,4910,5485,,,2103,11120,9858,3037,11850,1510,8273,5111,4087,1055
__274.42291_1.3401,4830,20310,1.3401,274.42291,,,,,,,,,,14080,15550,20310,4577,760.6,10920,16230,13880,14200,14490,12320,14060,19320,12460,9338,3834,13400,8082,9617,11970,10750,11730,9439,11160,6684,9053,11860,12090,8690,16580,6870,4347,15310,10090,,,17210,15580,13650,14430,14270,13950,9158,12240,10370,9905
__306.74696_1.3437,4838,309000,1.3437,306.74696,,,,,,,,,,191500,143000,170900,108800,90450,303600,239600,82670,179000,179300,77330,199100,165600,130800,166600,127300,162500,170200,152000,193100,133400,220500,182600,182000,102600,59020,137800,250000,108400,248400,84640,194400,201000,216700,,,217200,214300,197400,201900,192100,176000,168200,160300,155200,142400
__307.74664_1.344,4839,12200,1.344,307.74664,,,,,,,,,,7006,3464,4423,1829,1146,12200,7182,939.1,4837,7592,1206,7515,7759,1065,6860,3349,3320,6386,2016,7069,2756,6496,2393,6381,1054,1624,3316,9211,1734,9104,1314,6418,4107,4562,,,5488,7551,1303,5054,6110,5353,2774,4008,6241,1433
__375.19829_1.344,4840,6927,1.344,375.19829,,,,,,,,,,3345,3907,5083,2296,1848,5845,5848,1203,4670,3719,3070,3662,6927,5103,4017,5722,4164,5527,4699,5015,3773,5246,1280,1556,2817,2026,1879,1705,658.8,2645,4783,1438,5679,5198,,,4537,3234,4953,2712,5444,4276,1974,3803,1747,3119
__459.61718_1.3437,4842,213500,1.3437,459.61718,,,,,,,,,,106200,67210,77780,35110,30920,115100,100300,27930,81020,72810,31120,86220,71150,53470,71230,54570,62980,66220,61520,97530,47090,82810,73060,71010,43590,18840,57670,119400,38820,120400,26540,87400,88320,91200,,,72910,74960,69730,72300,76010,71610,70120,63960,69020,58890
__307.41215_1.3438,4845,45780,1.3438,307.41215,,,,,,,,,,18280,12680,16480,9927,8332,26820,20340,3644,15630,14960,3329,19250,4811,10660,17470,11260,12540,17200,17830,18540,13390,20300,15330,18320,11080,1480,13790,23550,9665,26500,8044,17590,19310,22350,,,20220,17370,21280,19550,10080,21290,12520,14360,16060,11910
__172.1329_1.3454,4850,469000,1.3454,172.1329,,,,,,,,,,13670,12910,23280,4460,5851,469000,467700,71440,72520,73670,14870,12780,17920,12100,4082,10880,12300,14070,32630,36330,38830,39920,14050,13930,13460,16390,27470,31210,26090,29110,383400,404400,369100,340500,511.2,164,148400,143900,135900,127700,135900,125800,113200,114700,109100,100800
__345.14008_1.349,4858,115200,1.349,345.14008,,,,,,,,,,60160,71190,88040,64400,70810,115200,113400,96030,105100,102100,69710,62140,93510,81270,62540,63480,77900,84700,75060,82450,85580,76160,96460,79610,84800,94340,50160,52650,47240,61390,47610,59770,64100,64140,,,95880,95880,86620,87320,83980,85780,79180,65480,70680,64460
__173.54946_1.3478,4859,8983,1.3478,173.54946,,,,,,,,,,1579,1859,975.5,2940,2775,568.3,2119,1072,1610,2924,4702,1748,7088,5186,3094,2235,3977,4606,5055,4152,5838,6310,2205,3245,3010,3980,6885,4886,6968,6956,2879,1034,2866,3546,,,5617,5046,4992,3318,5468,3702,3717,3162,1794,2957
__425.52437_1.3483,4860,12420,1.3483,425.52437,,,,,,,,,,1278,1732,4954,4498,6324,4454,2856,6346,4411,4826,10760,5140,10330,9778,4556,4673,5378,5424,7889,7503,9051,10650,2385,6214,5018,7295,11030,7560,12420,11210,2632,3667,6465,5741,,,6971,8762,8074,8021,6935,7434,7510,7361,6341,4752
__161.09183_1.3492,4862,23780,1.3492,161.09183,,,,,,,,,,7119,7323,6708,7095,6076,5601,3850,7990,6371,8713,11940,6872,18180,9930,3246,4818,8890,8817,10100,10580,12780,16850,6899,5975,6515,10160,14880,11920,17230,23780,5594,5153,8814,9150,,,12520,11440,12440,12580,10380,10790,11220,8806,9130,7650
__292.13846_1.3488,4864,33850,1.3488,292.13846,,,,,,,,,,5522,5480,3408,4305,6976,3498,4496,5947,6683,8487,11140,7403,14580,3104,4805,5413,8682,11140,9342,9265,12060,16770,4884,3293,5318,8266,13730,12790,15620,23270,5158,3542,10810,7434,,,11930,13060,10640,11230,9699,10110,8923,6506,8049,6517
__291.13127_1.3494,4870,18620,1.3494,291.13127,,,,,,,,,,3016,3731,2176,4371,4809,4530,2746,3886,5064,5711,7308,4416,12200,7932,1819,3088,6452,5259,6949,7786,11610,11790,3921,869.7,6162,6541,10550,9241,13780,18620,3473,3334,9138,5351,,,8268,8204,7400,8471,8658,8540,7183,7239,6243,3180
__312.11611_1.3503,4873,29350,1.3503,312.11611,,,,,,,,,,10730,9535,10240,12170,12130,11220,9057,13420,10700,12600,20870,13500,24520,17690,8919,7676,16670,15120,17210,14830,21860,24420,9188,8711,12190,15200,26000,18620,29350,29150,10680,8641,15280,16140,,,18250,20400,18740,16980,18620,17380,15260,13830,13300,12920
__215.10211_1.3507,4875,17420,1.3507,215.10211,,,,,,,,,,4371,3692,3442,1188,1946,4839,1748,4357,4880,4234,7733,4222,9202,6293,1268,2978,5135,5203,6646,8363,9042,11460,2331,1545,4296,5150,9630,7879,11890,17420,2048,777.2,6074,5292,,,8650,7707,6620,6419,7088,6987,5923,5460,5814,5414
__342.14791_1.3522,4877,115900,1.3522,342.14791,,,,,,,,,133,41890,48440,49540,47370,60270,56490,56500,76040,67920,73130,34490,29420,61060,47950,37810,39830,51400,58450,40640,41750,51090,52880,40960,38100,37530,53060,88160,69050,84810,82960,74060,63440,83340,83100,,,81830,77450,72220,68030,67010,62460,58040,48740,44830,39590
__122.02683_1.3526,4879,38880,1.3526,122.02683,,,,,,,,,133,18250,21560,20390,23010,26490,25410,22440,32110,28580,30360,14040,14330,25660,20400,14570,17500,20620,24770,18380,17860,22590,23590,18210,17790,17390,23460,37700,27580,36530,35370,31580,28320,38150,34980,,,31800,33320,28560,27800,28540,24880,22800,21300,21700,18300
__211.14395_1.3526,4881,12450,1.3526,211.14395,,,,,,,,,,5762,7333,6463,6049,9082,7711,7319,10240,9099,10420,4696,3984,9380,6343,5019,5294,6802,7458,5886,5998,7686,7646,5110,4187,5468,6479,12450,8363,11790,10500,10600,8183,12100,10880,,,10010,11080,10100,9426,9208,9486,7932,5959,7081,5325
__171.57744_1.3537,4882,7034,1.3537,171.57744,,,,,,,,,,2629,3218,2072,4707,4228,3370,4937,5990,4213,6818,1206,2400,4199,2799,1661,2179,3498,4386,1259,3672,2018,3575,1849,3185,2317,4611,7034,4988,6619,6645,5562,4587,6109,6214,,,1350,5907,5060,5652,5190,3910,2104,3535,3648,1200
__114.05483_1.3549,4883,31160,1.3549,114.05483,,,,,,,,,,18810,25150,6351,1948,16860,14880,20990,7318,22570,5888,5920,6784,8196,7845,4213,4650,3546,5041,7103,22230,27110,31160,14490,6491,13900,7170,11200,18620,26170,6786,19580,3524,28510,15000,1707,2176,13770,21660,8793,11390,14470,9602,18820,3378,16140,14490
__214.14312_1.3549,4886,9650,1.3549,214.14312,,,,,,,,,,5256,5828,7286,3788,3197,9062,9200,5369,4428,4431,4950,4870,8109,5618,3405,4978,6545,7894,4800,6425,5681,6508,2092,3405,2521,1351,8897,9036,9650,8554,6280,6408,7858,6990,,,8942,9322,7194,6482,7583,7024,6179,6137,5850,4764
__359.19207_1.3578,4890,27500,1.3578,359.19207,,,,,,,,,,10570,14070,16110,9586,9239,21470,18010,14160,17460,18640,12170,12300,18040,13980,18840,21150,22610,25260,12210,13230,13090,13390,10850,11070,12280,10620,8586,10380,8743,9597,11250,14460,17320,17010,,,17100,19310,17900,18810,16310,17280,13790,12880,11540,12120
__194.1026_1.3577,4891,61980,1.3577,194.1026,,,,,,,,,,28960,46480,45670,27790,34080,55520,35460,48970,55870,38830,34430,44190,49790,28440,20750,25900,33350,42140,29970,37670,45270,38000,43080,36460,37040,43020,39330,40180,40730,35160,19030,27060,35650,38150,,,61980,45810,54160,40380,53310,39870,36130,31310,31570,24860
__620.93582_1.3599,4894,7831,1.3599,620.93582,,,,,,,,,,2906,3756,3544,5422,6376,4641,4102,3991,3296,3356,3241,3933,2743,2697,5502,5646,3662,3382,4513,3265,6365,5467,5219,4525,4618,3182,3969,4645,6296,3701,7831,6825,5725,5496,,,5050,4425,5145,4266,4514,4827,4311,4258,4861,4060
__155.97398_1.3625,4899,10150,1.3625,155.97398,,,,,,,,,,5361,4008,4212,6717,9635,7259,5052,3580,4965,4079,2044,5462,3903,3244,5311,3576,3414,5000,6639,2051,7348,7548,6879,5148,4028,2678,4337,5805,8229,2503,10150,5888,7511,8363,1020,1383,6001,6256,6284,4430,5152,5313,6082,4788,4721,3353
