Name,id,area,rt,mass,compound,similarity_score,n_matching_signals,explained_intensity_percent,Adduct_pos,mol_formula,smiles,inchi,feature_group,1,3,4,7,8,9,10,13,14,15,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,Blank01,Blank02,QC01,QC02,QC03,QC04,QC05,QC06,QC07,QC08,QC09,QC10
15(R)-Methylprostaglandin A2_[M+H]+_349.23491_5.1434_ID,14551,59610,5.1434,349.23491,15(R)-Methylprostaglandin A2,0.493,2,0.641,[M+H]+,C21H32O4,,,,,14450,9856,13510,53550,26160,20720,46070,14170,17000,12530,15450,19210,5782,2651,14680,14280,35130,19590,5081,22640,53180,13970,11640,12830,20870,6943,3549,55620,14600,20800,12700,18390,18890,59610,58920,58960,58450,55180,55180,18840,7335,2813,9393,5111,1150
1-Arachidonoylglycerol_[M+H-H2O]+_361.27365_5.7703_ID,16652,142800,5.7703,361.27365,1-Arachidonoylglycerol,0.836,68,0.9961,[M+H-H2O]+,C23H38O4,,,149,41240,48370,62100,82480,112500,66510,34140,121000,66290,61610,52700,45940,77490,65370,70790,44980,67150,83190,67410,72030,67070,73500,76040,61830,62680,81330,85910,46860,142800,67490,37300,36410,55050,66590,158,340.1,66670,82990,77040,80240,89040,67490,57720,59500,53130,47170
1-beta-D-Glucopyranosyl-L-tryptophan_M+H_367.14994_2.8957,6841,50410,2.8957,367.14994,1-beta-D-Glucopyranosyl-L-tryptophan,0.48,19,0.4367,M+H,, , ,,26120,31950,43310,29770,28870,40850,34940,35440,47160,38670,32780,39510,34280,28120,35380,40810,39520,41410,31530,38110,33230,35140,30110,24450,29840,29790,22020,22870,23210,28220,25110,36390,39700,40610,,,42870,40080,41430,39010,36100,35400,32170,33480,30320,29520
1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine_[M+Na]+_546.35625_5.994_ID,17906,860700,5.994,546.35625,1-O-Hexadecyl-2-O-acetyl-sn-glyceryl-3-phosphorylcholine,0.566,8,0.9142,[M+Na]+,C26H54NO7P,,,,133600,279200,300900,552600,679400,309600,285400,646300,360700,310000,275400,140200,366700,162900,373800,481800,587500,756600,312600,351800,423500,378100,345100,358600,589800,441600,519800,265100,826600,336300,399000,507400,439000,439000,,,364400,480000,401400,512700,592400,379300,252000,253400,213100,268800
1-Oleoyl-sn-glycero-3-phosphocholine_[M+H]+_522.35602_6.2538_ID,19146,430300,6.2538,522.35602,1-Oleoyl-sn-glycero-3-phosphocholine,0.82,33,0.9861,[M+H]+,C26H52NO7P,,,,31330,47960,61480,166500,382300,260400,46160,395300,72530,38820,34070,103900,39160,19810,14310,100700,34900,128800,17730,28980,280400,269400,70070,16290,52970,17000,250500,21570,426800,78060,26080,317200,103900,48410,,,347600,182500,404500,315800,211600,123200,49210,52660,29890,53650
1-Oleoyl-sn-glycero-3-phosphocholine_[M+H]+_522.35597_6.2411_ID,19069,577400,6.2411,522.35597,1-Oleoyl-sn-glycero-3-phosphocholine,0.823,26,0.9725,[M+H]+,C26H52NO7P,,,,42380,162200,57320,336700,241700,121300,123900,235100,281000,82300,195100,207300,370200,12120,26810,85410,288200,238400,158900,136200,76990,44070,150900,178400,256500,120900,577400,98450,413100,291100,264800,183800,302200,278900,,,174200,137900,28330,99350,462300,125200,156600,107700,108600,89650
1-Oleoyl-sn-glycero-3-phosphocholine_[M+H]+_522.35587_6.4799_ID,20247,445500,6.4799,522.35587,1-Oleoyl-sn-glycero-3-phosphocholine,0.901,17,0.9968,[M+H]+,C26H52NO7P,,,,8522,6613,55060,148600,182800,445500,135500,179800,116000,45500,14460,21330,132400,11000,14070,41160,125700,103600,14660,34420,93480,91770,10160,5170,9118,16660,91850,16980,5803,44040,54780,9520,77440,38610,,,32770,20320,128300,187800,184800,74780,16990,44910,6056,6167
1-Oleoyl-sn-glycero-3-phosphoethanolamine_[M+H]+_480.30893_6.1389_ID,18622,180800,6.1389,480.30893,1-Oleoyl-sn-glycero-3-phosphoethanolamine,0.957,40,0.987,[M+H]+,C23H46NO7P,,,,21230,35720,44810,80450,102600,74640,13660,120400,63610,32300,41280,58110,62260,8478,21940,41030,47120,50580,32890,25130,56380,61620,44750,32800,44830,44000,80890,9465,180800,63370,39490,46780,48300,18230,1417,517.2,85190,88430,96160,77430,102500,58630,39230,48200,31240,27830
1-Oleoyl-sn-glycero-3-phosphoethanolamine_[M+H]+_480.30883_6.1889_ID,18857,33060,6.1889,480.30883,1-Oleoyl-sn-glycero-3-phosphoethanolamine,0.957,40,0.987,[M+H]+,C23H46NO7P,,,,5016,8217,5522,7533,22540,24560,4466,4472,6760,1711,9405,3045,11240,16770,5584,4471,4678,1376,1687,2305,17020,4978,2766,3599,1961,3047,21730,11730,16140,5115,4354,33060,3349,5826,,114.4,9275,14180,7314,9713,13330,3417,3314,2054,6265,6572
1-Oleoyl-sn-glycero-3-phosphoethanolamine_[M+H]+_480.30883_6.278_ID,19222,78230,6.278,480.30883,1-Oleoyl-sn-glycero-3-phosphoethanolamine,0.957,40,0.987,[M+H]+,C23H46NO7P,,,,1430,1609,9338,17410,11150,78230,12860,14520,11980,1561,1501,17260,7028,946.7,1989,1592,19720,14110,8071,9508,19440,15620,1794,780.5,1725,955.2,5135,824.9,3943,5618,6818,8428,23520,12460,,168.5,26070,12340,18950,29350,22190,9546,2016,1626,2196,1390
1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_[M+H]+_454.29311_5.9807_ID,17828,126800,5.9807,454.29311,1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.915,18,1,[M+H]+,C21H44NO7P,,,,23800,33100,35030,55920,118600,61570,53860,76550,49340,40830,39690,29430,38530,19880,29900,41370,43170,63240,39020,34060,51830,41010,41560,42900,72290,58340,82430,29260,126800,36080,38980,61910,29160,41010,345.3,173.5,51090,53120,51750,48490,95690,54150,35440,40420,28450,26080
1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_[M+H]+_454.29311_6.1031_ID,18437,80140,6.1031,454.29311,1-Palmitoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.915,18,1,[M+H]+,C21H44NO7P,,,,5247,7861,14560,23140,14610,77490,16880,20780,20510,10410,6685,15870,20890,3689,7180,5178,16270,13780,9445,11390,14750,17000,6559,7469,4622,7239,16780,6031,33890,12770,6532,13980,18320,15470,,105.7,37650,37090,32750,34430,26890,15770,8544,9235,3804,5850
1-Palmitoyl-sn-glycero-3-phosphocholine_[M+H]+_496.34029_6.2087_ID,18922,3769000,6.2087,496.34029,1-Palmitoyl-sn-glycero-3-phosphocholine,0.927,11,0.9993,[M+H]+,C24H50NO7P,,,,498100,502000,873100,1192000,1603000,3769000,977000,1350000,477100,130500,459100,883900,963500,227900,78860,428600,935100,217400,474700,687900,838900,720700,404600,473200,422600,134300,164800,408300,694900,643200,477000,930900,1067000,1028000,,,1502000,1028000,709000,1121000,1336000,676200,476700,451300,358200,84000
1-Palmitoyl-sn-glycero-3-phosphocholine_[M+H]+_496.34027_6.0374_ID,18140,271500,6.0374,496.34027,1-Palmitoyl-sn-glycero-3-phosphocholine,0.928,11,0.9993,[M+H]+,C24H50NO7P,,,187,54890,108800,168400,217100,242600,75690,204500,154900,205100,114500,118900,145900,179200,67680,112600,134600,178000,198400,117300,133100,97830,124700,86890,133200,180500,107000,129100,85680,271500,156800,112300,253000,244100,233800,,,249800,246900,175500,260700,231400,152900,110600,118900,79640,90310
1-Palmitoyl-sn-glycero-3-phosphocholine_[M+Na]+_518.32233_6.2039_ID,18931,465200,6.2039,518.32233,1-Palmitoyl-sn-glycero-3-phosphocholine,0.944,9,1,[M+Na]+,C24H50NO7P,,,,8998,12740,23110,37030,77350,465200,59020,209500,30830,11780,8329,7561,27760,2131,6981,11710,14090,18290,27980,8893,88880,121900,15720,5168,1961,10530,9628,1938,121300,12500,18930,13640,12030,14360,,,256200,172900,259200,139500,77250,33280,4128,5249,11990,5734
1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_[M+H]+_482.3245_5.3145_ID,14979,901800,5.3145,482.3245,1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.936,22,1,[M+H]+,C23H48NO7P,,,,1820,8214,72400,,104300,70900,247800,165900,61990,147700,4014,72340,203700,14840,1515,,74560,178000,65360,1871,901800,116900,38450,15820,15210,283500,59970,4026,185200,58730,163000,81350,26990,91380,,,66420,60530,41520,221400,194400,51710,44360,26640,16650,9610
1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_[M+H]+_482.32448_5.3469_ID,15076,314200,5.3469,482.32448,1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.936,22,1,[M+H]+,C23H48NO7P,,,,36410,69210,218100,160400,14550,97610,81420,36270,314200,121100,168800,272900,71540,128800,111400,131600,200200,98630,176500,253500,224500,97340,115300,218300,140500,84430,156500,148200,46380,75650,58920,38040,115400,91020,,,225800,212100,172400,32220,15150,51590,188900,150600,202300,40320
1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine_[M+H]+_482.32443_5.4187_ID,15314,141700,5.4187,482.32443,1-Stearoyl-2-hydroxy-sn-glycero-3-phosphoethanolamine,0.936,22,1,[M+H]+,C23H48NO7P,,,,141700,52970,21080,26610,15440,13070,29780,11150,46070,22690,,35210,17990,84710,18560,16790,23140,8456,22300,28230,78970,19390,52580,58420,24020,23440,13640,35190,10180,12920,31000,26140,5010,90670,,,30890,9007,38900,5532,28290,6876,20320,28720,10360,40840
2-(1-hydroxyethyl)-4-(2-hydroxypropyl)-2H-furan-5-one_[M-H2O+H]+_169.08569_3.8311_ID,9136,35840,3.8311,169.08569,2-(1-hydroxyethyl)-4-(2-hydroxypropyl)-2H-furan-5-one,0.306,13,0.55,[M-H2O+H]+,C9H14O4,O=C1OC(C=C1CC(O)C)C(O)C,,,7864,9359,6838,22360,15220,12910,7282,9745,16770,8467,8877,3366,9469,7188,15190,11660,10690,8762,4621,6533,7714,23270,3397,8013,9336,12510,11260,3897,15710,5781,26410,5388,13050,8320,23210,35840,29820,19380,18660,8389,5998,14320,8628,13550,3398,18130
"2,4,7,9-Tetramethyl-5-decyne-4,7-diol_[M+H-H2O]+_209.18986_5.7394_ID",16481,129000,5.7394,209.18986,"2,4,7,9-Tetramethyl-5-decyne-4,7-diol",0.836,35,0.9873,[M+H-H2O]+,C14H26O2,,,,81990,63410,79250,99510,115700,129000,58630,128100,48530,97660,46720,52970,99310,65580,73100,46800,83630,87520,69530,51990,110300,121800,79480,91350,47740,69170,74620,69230,100600,113200,53760,56530,105200,105200,87960,79160,112700,103000,101000,105400,81920,74320,64620,66480,57590,55270
"2,6-Xylidine, 2,6-dimethylaniline_[M+H]+_122.09628_3.3681_ID",8075,90010,3.3681,122.09628,"2,6-Xylidine, 2,6-dimethylaniline",0.665,6,0.99,[M+H]+,C8H11N,CC1=C(C(=CC=C1)C)N,"InChI=1S/C8H11N/c1-6-4-3-5-7(2)8(6)9/h3-5H,9H2,1-2H3",29,41660,80710,90010,46090,42220,43350,22950,26610,44000,41420,6888,36800,29110,31590,27650,39670,49570,33080,26950,41050,38440,48260,24070,37790,47400,36840,50210,54940,77830,88080,13200,21010,51630,47110,2996,1704,46500,44070,45890,44660,44880,44830,43930,37150,41960,36780
"2-[(2,6-Dimethylphenyl)amino]-N,N,N-triethyl-2-oxoethanaminium cation_[Cat-C2H4]+_235.18002_3.7092_ID",8869,946000000,3.7092,235.18002,"2-[(2,6-Dimethylphenyl)amino]-N,N,N-triethyl-2-oxoethanaminium cation",0.772,2,1,[Cat-C2H4]+,C16H27N2O,,,57,163100000,834200000,574800000,349400000,304800000,344400000,313700000,451400000,354000000,120200000,64720000,321700000,104000000,172600000,230300000,946000000,288400000,29170000,148700000,44400000,177800000,154100000,115000000,788800000,478200000,56200000,42270000,31140000,895600000,101300000,16820000,59550000,667300000,229000000,1621,4077,402500000,392600000,383200000,380500000,367200000,350900000,336200000,317300000,309300000,305200000
21345_1_M+H_371.2275_3.5216,8493,143200,3.5216,371.2275,21345_1,0.354,8,0.7626,M+H,, , ,2,104800,30160,32550,32260,31210,143200,35890,33410,33270,28620,26270,28720,33480,30360,28010,66150,31040,30320,26550,21380,34140,31650,24750,28870,26770,32620,29390,25950,30890,27730,29300,27430,29840,50350,33520,33260,42140,41400,39470,40140,37830,38630,36290,32430,32110,31240
2349_Tetrahydro_Beta_carboline_carboxylic_acid_M+H_217.0969_3.5259_ID,8505,386300,3.5259,217.0969,2349_Tetrahydro_Beta_carboline_carboxylic_acid,0.8,10,0.855,M+H,C12H12N2O2,C1C(NCC2=C1C3=CC=CC=C3N2)C(=O)O,"InChI=1S/C12H12N2O2/c15-12(16)10-5-8-7-3-1-2-4-9(7)14-11(8)6-13-10/h1-4,10,13-14H,5-6H2,(H,15,16)",205,139000,214100,265500,199600,154800,386300,311300,185600,253800,236300,196200,235100,226700,240900,261200,236700,274600,230400,210200,268000,191600,243800,240200,196700,181800,139300,147500,183700,121800,192200,119600,239200,272300,258600,120.9,,243800,243400,232100,232600,230600,225100,225200,209600,215800,206100
2-Amino-1-phenylethanol_[M+H-H2O]+_120.0806_2.9477_ID,6975,6791000,2.9477,120.0806,2-Amino-1-phenylethanol,0.969,11,0.995,[M+H-H2O]+,C8H11NO,,,9,4233000,5081000,5257000,4671000,4170000,6331000,5065000,4525000,4802000,4447000,3338000,3403000,4618000,3543000,4336000,3755000,5388000,4592000,5938000,5826000,6393000,6791000,4650000,3565000,4218000,4319000,4346000,3702000,3945000,4343000,3797000,4645000,5624000,5466000,21510,13600,5720000,5798000,5698000,5543000,5396000,5248000,4701000,4239000,4183000,4027000
2-Amino-4-tert-butylphenol_[M+H-H2O]+_148.11194_3.0931_ID,7406,61830,3.0931,148.11194,2-Amino-4-tert-butylphenol,0.572,17,0.7956,[M+H-H2O]+,C10H15NO,,,53,27610,33730,38030,22360,23940,37240,36070,22460,27760,28570,32760,26370,31290,25330,16760,20520,22070,28500,30850,43880,36620,38620,17040,13960,15740,16330,15170,20360,16030,22250,43380,48880,61830,54960,,,36960,36150,34730,33780,34740,32670,29220,26730,26850,26870
"2-Bromopropane (Acetylation, GSH Conjugation (on Bromine))_[M+H]+_392.14842_3.2118",7667,16250,3.2118,392.14842,"2-Bromopropane (Acetylation, GSH Conjugation (on Bromine))",0.4,8,0.5977,[M+H]+,,,,,3510,4879,5397,4572,6810,13040,7574,7883,6851,4560,4958,7420,5415,5630,7004,16250,5392,5483,6593,5262,5300,5407,9292,11020,8210,10020,12550,9594,7040,5182,3811,10800,4386,8626,,,9617,8892,8460,8631,8386,9015,7535,6895,7255,7083
2-Linoleoylglycerol_[M+H-H2O]+_337.27362_5.7691_ID,16626,184700,5.7691,337.27362,2-Linoleoylglycerol,0.67,39,0.9957,[M+H-H2O]+,C21H38O4,,,149,45800,46060,62850,153100,184700,60310,21730,113300,100900,79080,20590,49050,73000,41080,48730,37440,43020,54230,66140,58530,51690,73680,46250,57990,49030,49620,75860,37490,107200,75110,90580,87310,10350,80650,625.4,106.4,73760,76570,68060,63680,118400,56600,63190,65850,48400,42210
"2-Methoxyethanol (Nitro Reduction, Oxidation, Acetylation, Glycine Conjugation, Methylation)_[M+H]+_176.12776_0.9908",3196,1781000,0.9908,176.12776,"2-Methoxyethanol (Nitro Reduction, Oxidation, Acetylation, Glycine Conjugation, Methylation)",0.496,2,0.551,[M+H]+,,,,,707000,732900,753700,646000,673300,1122000,1006000,1116000,1079000,1084000,771300,917900,980100,894500,553700,591700,603900,613100,506700,596400,544800,558500,1205000,1142000,1148000,1218000,1637000,1522000,1456000,1549000,453200,454000,535900,469300,,,1461000,1061000,1365000,799300,1282000,670200,1191000,1179000,1155000,1138000
"2-Methylene-5-(2,5-Dioxotetrahydrofuran-3-Yl)-6-Oxo--10,10-Dimethylbicyclo[7: 2: 0]Undecane_[M+H]+_305.17226_5.6763_ID",16215,41260,5.6763,305.17226,"2-Methylene-5-(2,5-Dioxotetrahydrofuran-3-Yl)-6-Oxo--10,10-Dimethylbicyclo[7: 2: 0]Undecane",0.415,35,0.6642,[M+H]+,C18H24O4,O=C1OC(=O)C(C1)C2C(=O)CCC3C(C(=C)CC2)CC3(C)C,"InChI=1S/C18H24O4/c1-10-4-5-11(12-8-16(20)22-17(12)21)15(19)7-6-14-13(10)9-18(14,2)3/h11-14H,1,4-9H2,2-3H3",,14640,24870,25100,19690,37810,28130,17520,20320,19960,19330,20230,12650,20050,9959,12430,14410,14120,20930,16730,12030,33430,39500,13330,10380,16490,13830,22260,11720,21690,14260,25550,14200,19540,16650,38700,27100,41260,36350,34870,34900,24050,18190,14950,16480,11840,12310
2-Methylhippuric acid_[M+H-C2H5O2N]+_119.049_1.6227_ID,5574,198900,1.6227,119.049,2-Methylhippuric acid,0.898,3,0.9921,[M+H-C2H5O2N]+,C10H11NO3,,,63,107700,121200,125300,120000,117800,190000,173400,121900,125500,111400,95130,99200,131900,109000,113100,97970,138900,122500,117500,108700,120800,130800,112300,94860,96590,104700,105500,86750,82880,85130,98490,110400,141400,151500,124.2,,149400,145700,139400,141500,128700,131000,111800,106500,103600,101900
2-Methylpyrrolidine_[M+H]+_86.09622_1.9565_ID,6034,7353000,1.9565,86.09622,2-Methylpyrrolidine,0.53,2,0.1224,[M+H]+,C5H11N,CC1CCCN1,"InChI=1S/C5H11N/c1-5-3-2-4-6-5/h5-6H,2-4H2,1H3",74,4856000,5261000,4948000,5188000,4552000,5855000,4830000,4867000,5549000,4472000,4082000,4467000,4832000,4343000,4860000,4388000,4643000,3661000,5040000,5244000,4821000,5047000,4657000,4006000,3450000,4146000,5648000,5325000,4415000,4848000,4774000,6227000,7353000,7088000,14630,6535,6079000,6067000,5887000,5640000,5389000,5382000,5023000,4679000,4655000,4469000
"3,4-Dimethylbenzoic acid_[M+H]+_151.0754_6.1343_ID",18596,28230,6.1343,151.0754,"3,4-Dimethylbenzoic acid",0.411,12,0.9248,[M+H]+,C9H10O2,,,30,10290,13530,19130,8604,16470,19090,6369,23670,14120,4635,15000,12420,11480,16220,8327,13240,10370,2658,3921,13290,11750,13350,6898,8537,12130,11700,15920,5896,22470,14020,5260,19900,10850,11400,18910,23740,21800,22670,28230,21560,21880,9978,8637,12610,10160,14750
"3,4-Ethylenedioxy-N-methylamphetamine_[M+H]+_208.1329_2.9479_ID",6972,55920,2.9479,208.1329,"3,4-Ethylenedioxy-N-methylamphetamine",0.324,8,0.7626,[M+H]+,C12H17NO2,,,,5877,10040,13720,40970,46190,15130,12860,48480,39000,41140,38500,41420,39560,12400,3460,12310,15300,15920,40990,37360,46830,47630,37740,35920,35150,46290,47490,33150,49810,41460,52420,35130,41780,40850,53810,55920,14020,15270,4506,14930,7860,13550,2517,3402,10770,5645
3'-.alpha.-Sialyl-N-acetyllactosamine_[M+H-H2O]+_657.2361_6.7828_ID,21943,42870,6.7828,657.2361,3'-.alpha.-Sialyl-N-acetyllactosamine,0.759,29,0.9728,[M+H-H2O]+,C25H42N2O19,,,,34230,21400,18370,18240,27310,23870,16690,28100,14580,4329,42870,13490,16990,16290,34270,36700,17610,13170,17170,36890,26400,27950,12180,29300,40140,16960,15160,39280,26340,19260,17620,36930,14360,18570,23540,22090,27400,27190,28860,27100,22070,17890,14050,32520,36870,27210
"3-[2-(6,7-dihydroxy-1,2,4a-trimethylspiro[3,4,6,7,8,8a-hexahydro-2H-naphthalene-5,2'-oxirane]-1-yl)ethyl]-2-hydroxy-2H-furan-5-one_[M+H]+_367.20919_5.4984_ID",15512,32920,5.4984,367.20919,"3-[2-(6,7-dihydroxy-1,2,4a-trimethylspiro[3,4,6,7,8,8a-hexahydro-2H-naphthalene-5,2'-oxirane]-1-yl)ethyl]-2-hydroxy-2H-furan-5-one",0.323,44,0.5674,[M+H]+,C20H30O6,O=C1OC(O)C(=C1)CCC2(C)C(C)CCC3(C)C2CC(O)C(O)C43OC4,"InChI=1S/C20H30O6/c1-11-4-7-19(3)14(9-13(21)16(23)20(19)10-25-20)18(11,2)6-5-12-8-15(22)26-17(12)24/h8,11,13-14,16-17,21,23-24H,4-7,9-10H2,1-3H3",,8690,10550,11240,11370,22510,18100,10080,19240,11280,13880,9172,11230,11360,8533,8218,8240,9009,14040,11390,8285,21090,19410,8149,8963,8978,9878,10160,7893,22190,10310,11250,8782,11420,11470,27320,32920,26160,23120,24920,26110,17650,10910,11180,9369,6501,8104
3-carboxy-dihydronormethylmethcathinone_M+H_196.0966_3.859,9197,454500,3.859,196.0966,3-carboxy-dihydronormethylmethcathinone,0.648,3,0.8092,M+H,, , ,124,37860,389400,437100,196800,154700,454500,169600,290500,245900,54820,24350,331900,85150,193800,222800,359100,243800,17750,101900,48730,119300,104600,87900,254300,440900,46900,32150,14810,357000,99120,5884,41640,373400,190200,,,211800,201400,204200,195500,183400,180000,182400,178800,168900,172700
3-Coumaric acid_[M+H-H2O]+_147.04393_1.6235_ID,5575,209400,1.6235,147.04393,3-Coumaric acid,0.635,4,0.9959,[M+H-H2O]+,C9H8O3,,,63,122900,133000,144100,132700,133900,209400,188400,136600,141600,124200,105400,114100,150200,122100,123300,108400,154800,136300,128000,120500,132400,144800,127900,108500,109200,122000,115700,96100,92580,97720,107100,129700,163400,168800,543.2,404.8,167100,157600,158500,154000,144700,149000,128500,123600,118600,114500
"3-Cyclohexyl-1,1-dimethylurea_[M+H]+_171.14906_4.5847_ID",13264,53430,4.5847,171.14906,"3-Cyclohexyl-1,1-dimethylurea",0.309,5,0.9994,[M+H]+,C9H18N2O,,,,19620,21640,23560,33090,33810,41500,30160,28320,29150,25370,22050,29570,24760,20200,21730,31600,29660,29740,29040,21520,37150,34640,29720,30550,25830,26300,29070,27130,32830,23360,30210,28690,31510,33350,39620,34030,51420,53430,53310,52040,49420,50410,46970,43450,41580,40220
3-Dehydrocarnitine_[M+H-CO2]+_116.1069_6.3113_ID,19414,51680,6.3113,116.1069,3-Dehydrocarnitine,0.459,5,0.9851,[M+H-CO2]+,C7H13NO3,,,,3461,3043,14980,4516,12080,17910,22170,24870,5274,4584,4278,3507,5488,2630,3070,2122,5139,21690,5637,5649,51540,24580,1897,1669,2150,2887,35950,1174,32340,3513,5263,5928,8982,4591,19380,13990,51680,47770,27080,33910,22820,3674,5068,4789,3921,3771
3-Dehydrocarnitine_[M+H-CO2]+_116.1069_6.5573_ID,20607,60640,6.5573,116.1069,3-Dehydrocarnitine,0.461,5,0.9851,[M+H-CO2]+,C7H13NO3,,,,3626,5332,23220,2726,26430,28450,13310,27180,14640,1610,2482,2467,9937,3375,1711,4594,11190,10760,5778,1918,16500,22700,2985,2124,3154,8564,8442,1761,18390,2272,7911,1366,12370,8830,19800,9903,21890,50480,59310,40410,6874,15700,6901,1328,1203,2192
3-Hydroxybutyrylcarnitine_[M+H]+_248.14885_1.5638_ID,5445,10130000,1.5638,248.14885,3-Hydroxybutyrylcarnitine,0.906,11,1,[M+H]+,C11H21NO5,,,,319200,343300,350600,172500,491100,758400,973000,468300,531400,335300,566000,1173000,521900,490800,301800,419700,277500,330800,1377000,5466000,1269000,2933000,930600,1565000,640400,1482000,7047000,10130000,6792000,8473000,899700,807000,680100,632500,,,1943000,1908000,1935000,1738000,1921000,1726000,1462000,1409000,1429000,1361000
3-Hydroxybutyrylcarnitine_[M+H]+_248.14882_1.3979_ID,5021,1265000,1.3979,248.14882,3-Hydroxybutyrylcarnitine,0.927,11,1,[M+H]+,C11H21NO5,,,,135100,102500,97560,142800,232800,357600,363800,402900,414900,124900,532400,860300,66040,189800,161200,251700,74510,141300,413300,834200,170200,563400,349600,1120000,193100,245700,415600,1265000,176500,294700,448500,576800,263300,526400,,,509400,490500,479500,486700,468900,456100,420100,395400,408200,380600
3-Methylxanthine_[M+H]+_167.05618_2.7028_ID,6536,62900,2.7028,167.05618,3-Methylxanthine,0.611,12,0.9008,[M+H]+,C6H6N4O2,Cn1c(=O)[nH]c(=O)c2nc[nH]c21,,,29430,35360,37210,9339,8722,12210,9504,52560,53980,52040,46980,53660,62050,56180,10630,9889,20650,21960,6576,7453,17120,24690,8679,6867,11150,13950,17120,16370,31170,36810,45220,57670,62900,61270,334.2,557.7,37690,37150,36850,35770,34500,33480,24620,23590,24830,24790
"3-Oxo-1,8-octanedicarboxylic acid_[M+H-2H2O]+_181.08578_5.0969_ID",14416,160700,5.0969,181.08578,"3-Oxo-1,8-octanedicarboxylic acid",0.806,10,0.9576,[M+H-2H2O]+,C10H16O5,,,,95190,108700,114300,115300,128900,155700,121400,139700,119700,112800,106400,110300,131400,102000,101900,102600,126700,136100,118500,99870,153400,143000,102300,109000,101400,116400,128900,102300,137700,108200,124300,92660,119500,117400,155200,155000,143100,160700,149700,156300,144300,128400,117800,103700,101800,102700
3-Ureidoisobutyric acid [M+H-H2O]+; AIF; CE10; CorrDec_[M+H-H2O]+_129.0657_0.8562_ID,2643,12530000,0.8562,129.0657,3-Ureidoisobutyric acid [M+H-H2O]+; AIF; CE10; CorrDec,0.588,2,0.2487,[M+H-H2O]+,C5H10N2O3,O=C(O)C(C)CNC(=N)O,"InChI=1S/C5H10N2O3/c1-3(4(8)9)2-7-5(6)10/h3H,2H2,1H3,(H,8,9)(H3,6,7,10)",,2987000,3156000,3144000,3987000,4053000,11730000,12530000,5441000,4795000,5046000,4974000,4475000,6010000,5836000,1330000,1426000,1509000,1634000,5787000,5696000,5693000,6262000,1081000,1009000,961000,1124000,3684000,3636000,3559000,3446000,8118000,6137000,7691000,7342000,2801,1270,5590000,5285000,5289000,5243000,5112000,4954000,4677000,4515000,4357000,4294000
4-Chromanone_[M+H]+_149.05957_2.9479_ID,6970,76720,2.9479,149.05957,4-Chromanone,0.683,9,0.9546,[M+H]+,C9H8O2,,,9,55950,62600,68170,58230,52180,71850,60660,55210,61650,58760,44560,43050,55580,45990,55500,49350,67920,56660,75670,72790,74100,76720,59790,49330,56820,55550,55800,49760,52870,57100,45790,62080,70610,66040,1945,1496,71870,70350,67610,68520,68080,65690,58470,58450,56630,52450
4-GUANIDINOBUTANOIC ACID_[M+H]+_146.0922_1.1475_ID,3939,859300,1.1475,146.0922,4-GUANIDINOBUTANOIC ACID,0.801,8,0.9906,[M+H]+,C5H11N3O2,O=C(O)CCCNC(=N)N,"InChI=1S/C5H11N3O2/c6-5(7)8-3-1-2-4(9)10/h1-3H2,(H,9,10)(H4,6,7,8)",,86140,84160,75770,322200,306100,859300,815600,122600,123300,111700,215100,222400,338500,321100,75070,82490,104700,87110,205500,197600,251300,242700,43370,38890,42440,46700,183900,169100,193800,231000,514800,429300,707700,596200,3609,3160,326500,307200,287400,288000,274400,275400,265700,255100,233300,232100
4-Hydroperoxy-2-nonenal_[M+H-H2O]+_155.10658_4.5998_ID,13322,349300,4.5998,155.10658,4-Hydroperoxy-2-nonenal,0.698,38,0.9806,[M+H-H2O]+,C9H16O3,,,68,217500,232600,322700,271000,301500,295900,273800,307100,276300,330700,310200,308600,319200,207800,259500,218700,282600,279000,304300,295100,293300,303700,222400,210400,321000,210500,298500,249800,278200,212500,294600,219000,316400,225700,342100,345500,349300,254900,346200,337900,316600,319000,323700,234600,225900,216400
